id,date,age,gender,city,employment,marital_status,income,years_experience,education_years,credit_score,debt,savings,study_hours,sleep_hours,attendance_pct,screen_time_hours,exercise_days_per_week,projects_completed,social_media_hours,internet_usage,previous_score,lifestyle_score,loan_approved,annual_salary
654,2024-10-15,36,Male,Chitwan,Unemployed,Married,75608.0,6.4,12.3,661.0,22013.0,1971.0,6.3,5.4,63.2,6.6,0,1,2.2,Medium,87.6,35.22,No,250000.0
936,2025-07-24,70,Female,Kathmandu,Employed,Married,12899.0,45.0,13.6,801.0,10061.0,6396.0,5.6,5.4,69.2,6.0,6,2,2.3,Low,71.3,59.71,No,250000.0
501,2024-05-15,70,Female,Lalitpur,Employed,Married,75458.0,45.0,13.7,766.0,25470.0,20306.0,1.7,5.9,90.6,1.0,2,4,4.1,High,61.3,51.05,No,250000.0
268,2023-09-25,20,Female,Pokhara,Self-employed,Single,39966.0,1.3,15.6,545.0,4671.0,30897.0,3.0,8.0,74.3,5.7,1,2,3.5,High,76.4,45.38,No,250000.0
304,2023-10-31,29,Non-binary,Pokhara,Student,Single,46122.0,5.1,14.3,758.0,11880.0,13782.0,4.0,5.0,87.4,1.9,3,6,5.2,,40.0,50.53,No,250000.0
606,2024-08-28,24,Male,Pokhara,Self-employed,Married,47942.0,0.0,14.3,707.0,13080.0,44017.0,7.8,7.7,100.0,5.5,1,2,3.6,High,69.3,69.42,No,250000.0
267,2023-09-24,46,Male,Chitwan,Student,Married,,34.3,12.4,704.0,26468.0,182931.0,10.5,8.2,73.1,8.2,2,2,4.7,Medium,76.2,62.63,Yes,250000.0
58,2023-02-27,19,Female,Kathmandu,Employed,Single,17814.0,0.0,13.0,727.0,2660.0,0.0,4.8,6.7,100.0,7.0,3,2,2.3,High,54.6,56.46,No,250000.0
569,2024-07-22,41,Male,Chitwan,Employed,Married,27609.0,11.5,15.1,643.0,4795.0,28784.0,6.0,6.4,64.4,4.6,0,2,4.0,Low,93.4,44.92,No,250000.0
880,2025-05-29,25,Female,Biratnagar,Employed,Married,65178.0,2.2,12.8,591.0,18203.0,9919.0,2.0,5.7,82.1,6.9,1,3,2.5,Medium,81.8,35.93,No,250000.0
337,2023-12-03,52,Male,Bhaktapur,Student,Single,88522.0,28.2,12.6,,24681.0,84467.0,6.1,8.0,90.6,6.0,0,2,0.4,High,88.7,61.12,Yes,250000.0
56,2023-02-25,43,Female,Pokhara,Employed,Single,45268.0,15.5,10.6,633.0,6891.0,10178.0,12.6,7.4,93.5,9.1,4,2,4.5,High,65.4,80.42,No,250000.0
470,2024-04-14,70,Female,Bhaktapur,Employed,Single,,45.0,13.8,599.0,21321.0,48960.0,9.0,5.2,74.9,8.3,6,5,4.0,Medium,50.8,61.22,No,250000.0
29,2023-01-29,29,Female,Pokhara,Employed,Married,19472.0,8.1,14.6,782.0,6226.0,17202.0,4.9,8.0,71.5,4.7,0,6,3.5,Medium,56.9,41.74,Yes,250000.0
931,2025-07-19,37,Female,Biratnagar,Employed,Single,42056.0,13.2,,616.0,10050.0,39308.0,10.9,7.8,87.4,2.6,7,4,2.8,Medium,97.8,90.74,No,250000.0
864,2025-05-13,38,Female,Pokhara,Employed,Married,95826.0,10.4,10.1,661.0,48294.0,96268.0,2.5,8.0,83.2,4.5,6,1,4.4,Medium,74.4,56.58,No,250000.0
809,2025-03-19,65,Female,Lalitpur,Self-employed,Married,22775.0,39.9,14.7,585.0,4337.0,0.0,3.3,7.8,100.0,5.0,7,4,3.2,Medium,89.5,67.38,Yes,250000.0
247,2023-09-04,49,Female,Chitwan,Unemployed,Married,25335.0,28.1,13.2,454.0,2835.0,19955.0,4.7,6.0,96.1,4.6,2,3,4.6,Low,71.2,58.61,No,250000.0
409,2024-02-13,20,Female,Chitwan,Employed,Divorced,60717.0,0.0,11.5,703.0,24432.0,26533.0,4.1,7.4,80.5,7.5,3,1,4.9,Medium,68.9,55.75,No,250000.0
806,2025-03-16,37,Male,Lalitpur,Employed,Single,,8.7,18.5,776.0,11147.0,3450.0,4.9,6.7,91.7,4.8,3,2,1.5,Medium,70.2,57.25,No,250000.0
172,2023-06-21,62,Male,Chitwan,Employed,Single,18367.0,32.2,13.2,696.0,4015.0,0.0,6.7,7.5,83.8,2.5,4,1,0.8,Low,59.2,65.97,No,250000.0
55,2023-02-24,26,Male,Biratnagar,Employed,Single,68511.0,3.0,15.1,477.0,8917.0,79263.0,8.4,7.5,64.5,7.2,5,2,0.0,High,37.1,63.62,Yes,250000.0
118,2023-04-28,25,Female,Bhaktapur,Employed,Single,26928.0,6.8,15.5,759.0,12602.0,5697.0,6.7,5.2,83.6,6.7,3,3,2.3,Medium,73.5,54.71,No,250000.0
73,2023-03-14,19,Male,Biratnagar,Student,Married,64983.0,0.0,9.9,629.0,40245.0,55519.0,3.5,7.1,73.7,4.0,0,5,0.8,Low,75.8,33.76,No,250000.0
273,2023-09-30,20,Female,Chitwan,Self-employed,Married,55204.0,0.1,14.6,577.0,28965.0,60635.0,6.5,8.7,54.7,4.0,1,4,4.8,Medium,38.7,47.66,No,250000.0
748,2025-01-17,42,Male,Bhaktapur,Employed,Married,15894.0,17.0,13.5,645.0,,3857.0,10.9,6.7,97.3,5.8,5,1,4.3,Medium,58.5,85.76,Yes,250000.0
210,2023-07-29,54,Male,Lalitpur,Employed,Single,77071.0,35.7,15.0,716.0,10203.0,17285.0,2.6,5.7,82.5,6.9,6,5,4.8,Medium,81.8,45.22,No,250000.0
891,2025-06-09,47,Female,Biratnagar,Employed,Single,95570.0,24.4,16.2,731.0,18633.0,46103.0,5.2,6.1,91.7,4.6,6,2,3.0,Medium,43.9,78.3,No,250000.0
32,2023-02-01,42,Male,Bhaktapur,Employed,Single,71416.0,22.6,14.6,596.0,14295.0,24975.0,1.1,9.3,93.1,3.9,4,7,4.4,Medium,67.9,54.25,Yes,250000.0
549,2024-07-02,53,Female,Biratnagar,Employed,Single,40857.0,29.7,16.6,608.0,32123.0,13165.0,,9.2,100.0,3.3,5,3,5.9,High,68.1,70.0,No,250000.0
373,2024-01-08,50,Female,Kathmandu,Student,Single,63221.0,32.0,,623.0,14644.0,23960.0,2.2,6.6,82.9,5.3,7,4,2.9,Medium,89.9,55.09,No,250000.0
37,2023-02-06,33,Male,Biratnagar,Self-employed,Married,40174.0,7.1,11.5,824.0,19882.0,35705.0,9.1,7.2,67.3,4.8,5,3,0.0,High,75.3,61.62,Yes,250000.0
163,2023-06-12,56,Female,Chitwan,Employed,Single,23332.0,39.2,14.9,802.0,8740.0,5269.0,1.8,7.4,100.0,4.0,7,3,3.5,High,85.1,59.94,No,250000.0
222,2023-08-10,66,Male,Kathmandu,Employed,Single,,39.5,15.7,608.0,14794.0,71604.0,3.9,8.4,87.5,7.3,6,1,0.5,High,81.2,56.19,No,250000.0
854,2025-05-03,20,Male,Lalitpur,Employed,Married,63727.0,0.0,15.1,560.0,28314.0,28245.0,5.7,6.4,100.0,4.1,0,4,4.5,High,78.2,52.09,No,250000.0
329,2023-11-25,42,Female,Lalitpur,Student,Single,78811.0,12.8,12.1,837.0,49394.0,11477.0,9.8,7.6,58.5,9.8,7,4,2.9,Low,65.3,57.36,Yes,250000.0
905,2025-06-23,51,Female,Chitwan,Student,Single,30841.0,27.8,10.9,745.0,7616.0,11490.0,3.3,5.3,92.4,4.1,6,0,1.5,Medium,67.6,65.02,No,250000.0
462,2024-04-06,69,Female,Pokhara,Employed,Married,61835.0,45.0,12.2,493.0,29581.0,19008.0,2.1,6.1,72.9,5.2,2,4,2.2,Medium,78.1,42.87,No,250000.0
784,2025-02-22,25,Female,Chitwan,Self-employed,Married,67343.0,0.0,13.7,752.0,31685.0,59921.0,5.1,6.6,,6.6,1,4,3.7,High,68.0,50.67,No,250000.0
599,2024-08-21,46,Male,Chitwan,Unemployed,Married,15664.0,16.2,12.8,,8689.0,14527.0,13.0,6.7,83.1,5.8,1,6,5.8,High,50.1,74.44,No,250000.0
703,2024-12-03,67,Male,Biratnagar,Student,Single,55778.0,45.0,14.3,733.0,24069.0,18578.0,0.9,5.6,61.5,2.6,7,3,0.0,Medium,78.4,54.92,No,250000.0
101,2023-04-11,62,Male,Bhaktapur,Employed,Married,27705.0,36.0,13.4,715.0,3640.0,31253.0,2.7,5.4,81.0,7.3,7,4,5.6,High,52.3,53.56,No,250000.0
185,2023-07-04,62,Male,Chitwan,Employed,Single,53163.0,33.3,,676.0,11061.0,40782.0,7.1,7.9,93.5,1.8,3,2,1.0,High,44.9,64.75,No,250000.0
912,2025-06-30,44,Female,Pokhara,Employed,Divorced,79126.0,20.0,13.5,579.0,10609.0,81103.0,0.8,8.5,94.6,3.7,7,3,3.6,Medium,87.7,59.62,No,250000.0
694,2024-11-24,61,Male,Butwal,Employed,Single,122498.0,36.6,11.5,801.0,31476.0,18400.0,4.2,8.0,80.7,6.9,4,6,3.6,High,73.1,57.69,Yes,250000.0
204,2023-07-23,20,Male,Pokhara,Employed,Divorced,31927.0,0.0,10.4,664.0,3286.0,23272.0,3.1,8.0,95.5,3.4,6,1,3.4,Medium,45.0,71.78,No,250000.0
814,2025-03-24,23,Male,Chitwan,Student,Married,23378.0,5.5,14.0,699.0,5742.0,11368.0,8.5,6.0,98.9,5.4,4,3,2.7,Medium,77.1,72.37,No,250000.0
701,2024-12-01,59,Male,Butwal,Student,Married,20864.0,30.5,15.0,683.0,3247.0,8520.0,18.0,7.5,84.8,7.1,1,4,2.6,Low,63.1,84.72,No,250000.0
690,2024-11-20,64,Male,Kathmandu,Employed,Single,33564.0,45.0,13.6,690.0,11462.0,23001.0,6.7,5.9,62.8,8.3,3,2,3.3,Low,70.3,34.98,Yes,250000.0
685,2024-11-15,40,Male,Kathmandu,Student,Married,220000.0,17.6,13.3,719.0,119464.0,26701.0,5.2,6.6,,7.4,0,3,1.2,Low,35.9,55.89,No,250000.0
940,2025-07-28,60,Female,Butwal,Employed,Married,49913.0,23.6,15.3,589.0,7075.0,24421.0,18.0,8.9,79.6,5.6,0,4,2.4,Medium,50.0,82.15,Yes,250000.0
186,2023-07-05,70,Female,Kathmandu,Employed,Married,85476.0,45.0,11.8,705.0,3588.0,25833.0,4.1,7.8,70.0,1.3,6,3,2.8,Medium,51.9,61.01,Yes,250000.0
523,2024-06-06,54,Male,Butwal,Employed,Married,48769.0,30.9,12.4,743.0,14327.0,13395.0,4.9,7.9,66.9,7.4,3,2,3.5,Medium,87.7,48.65,No,250000.0
798,2025-03-08,54,Male,Biratnagar,Employed,Single,16521.0,31.4,10.8,687.0,11624.0,215.0,1.1,8.1,86.1,5.9,5,1,2.3,Medium,60.9,51.47,No,250000.0
396,2024-01-31,48,Male,Lalitpur,Employed,Married,44240.0,16.4,17.5,561.0,3197.0,28066.0,5.5,7.4,66.6,7.9,1,2,4.8,Low,94.9,47.61,Yes,250000.0
79,2023-03-20,43,Male,Chitwan,Employed,Married,35280.0,20.4,8.5,745.0,0.0,29785.0,5.4,7.8,84.9,5.8,0,4,3.2,Medium,84.0,48.26,No,250000.0
518,2024-06-01,20,Male,Kathmandu,Student,Single,73027.0,0.0,13.5,709.0,20008.0,71238.0,10.0,7.4,78.5,7.5,4,2,4.1,Medium,73.7,61.38,Yes,250000.0
448,2024-03-23,68,Female,Pokhara,Student,Married,43983.0,45.0,13.1,751.0,29338.0,67.0,5.5,6.9,83.4,5.9,0,5,3.4,Medium,76.1,55.14,No,250000.0
339,2023-12-05,58,Male,Biratnagar,Student,Single,12000.0,35.2,17.1,718.0,0.0,472.0,2.8,8.5,61.3,4.6,0,4,0.9,High,80.7,47.24,No,250000.0
196,2023-07-15,42,Female,Butwal,Employed,Married,39838.0,16.5,,673.0,6999.0,42100.0,3.6,7.1,,5.3,2,6,0.5,Medium,89.5,53.25,No,250000.0
80,2023-03-21,61,Female,Kathmandu,Employed,Divorced,57914.0,39.1,12.6,574.0,,36783.0,5.1,8.2,82.7,5.8,6,2,4.8,Medium,71.7,61.09,No,250000.0
178,2023-06-27,49,Female,Lalitpur,Employed,Single,18543.0,25.2,13.1,804.0,0.0,3255.0,8.0,5.9,68.9,7.1,4,2,2.9,High,55.7,47.36,No,250000.0
374,2024-01-09,22,Female,Butwal,Student,Married,34111.0,0.0,15.0,758.0,5895.0,14290.0,5.7,5.2,95.8,4.9,0,2,1.1,Low,60.2,51.86,Yes,250000.0
730,2024-12-30,43,Female,Butwal,Employed,Married,58517.0,12.1,13.1,637.0,27904.0,42868.0,7.4,6.7,64.1,4.0,2,5,3.5,High,72.2,50.66,Yes,250000.0
739,2025-01-08,45,Male,Bhaktapur,Employed,Single,79243.0,20.9,15.2,674.0,28925.0,77166.0,3.9,3.5,100.0,4.7,3,4,3.7,Medium,63.2,52.09,No,250000.0
317,2023-11-13,50,Female,Pokhara,Student,Single,54779.0,30.5,14.5,596.0,33374.0,13992.0,5.1,7.3,70.5,6.4,0,3,5.2,Medium,67.6,43.62,Yes,250000.0
526,2024-06-09,31,Female,Biratnagar,Employed,Single,,15.4,9.4,737.0,28951.0,18931.0,3.6,8.8,63.2,2.9,5,2,3.6,High,47.6,48.97,No,250000.0
622,2024-09-13,66,Female,Pokhara,Employed,Single,34603.0,41.8,14.4,636.0,20712.0,8543.0,10.6,8.2,100.0,5.0,1,3,4.9,High,75.7,71.65,Yes,250000.0
390,2024-01-25,54,Female,Lalitpur,Employed,Married,65538.0,31.3,13.5,694.0,27763.0,29379.0,3.0,8.0,85.7,5.6,1,4,0.9,Medium,64.8,54.05,No,250000.0
546,2024-06-29,40,Male,Kathmandu,Student,Divorced,86991.0,17.2,13.9,761.0,12414.0,57081.0,3.7,7.9,57.8,7.9,0,5,2.6,Medium,79.5,34.0,No,250000.0
717,2024-12-17,34,Male,Kathmandu,Self-employed,Single,32687.0,6.7,13.7,616.0,2503.0,18146.0,8.9,6.4,61.6,3.6,7,2,4.6,High,51.7,62.49,No,250000.0
270,2023-09-27,53,Female,Butwal,Employed,Married,84382.0,28.1,15.7,743.0,26454.0,7845.0,9.5,7.2,75.7,3.5,1,2,2.8,Medium,58.4,67.15,Yes,250000.0
92,2023-04-02,38,Female,Kathmandu,Employed,Married,103297.0,11.5,14.5,702.0,61104.0,23007.0,10.5,7.6,84.5,10.7,6,2,3.1,Low,79.7,68.45,No,250000.0
171,2023-06-20,56,Male,Biratnagar,Student,Married,,32.9,15.1,752.0,51042.0,87249.0,6.8,8.2,74.9,6.1,7,4,0.6,,81.3,69.75,Yes,250000.0
591,2024-08-13,19,Female,Biratnagar,Employed,Married,27827.0,0.0,15.9,543.0,18334.0,38772.0,3.7,6.0,79.8,6.4,0,4,6.2,High,81.0,36.48,Yes,250000.0
91,2023-04-01,57,Male,Lalitpur,Employed,Single,12518.0,26.4,12.7,559.0,6470.0,14802.0,9.8,7.9,82.8,4.7,2,3,4.1,Medium,80.4,68.72,No,250000.0
76,2023-03-17,21,Male,Butwal,Employed,Single,59156.0,3.7,15.0,661.0,22642.0,33615.0,8.4,9.1,99.4,7.1,5,5,4.8,High,36.7,72.07,Yes,250000.0
328,2023-11-24,65,Male,Chitwan,Unemployed,Single,14881.0,43.4,15.2,707.0,8983.0,7298.0,7.0,9.0,77.9,4.4,1,2,5.4,Medium,68.8,56.86,No,250000.0
978,2025-09-04,51,Female,Butwal,Employed,Single,51185.0,31.0,14.4,669.0,15804.0,19255.0,4.1,8.8,100.0,9.1,0,0,4.0,Low,57.3,50.62,No,250000.0
977,2025-09-03,63,Female,Chitwan,Self-employed,Divorced,,45.0,11.4,,,3339.0,7.6,9.7,76.6,4.1,7,4,4.3,High,61.3,75.52,No,250000.0
902,2025-06-20,68,Male,Pokhara,Self-employed,Married,29590.0,38.7,11.6,691.0,24155.0,37465.0,6.7,6.8,100.0,4.0,0,1,0.7,Medium,29.8,58.43,No,250000.0
547,2024-06-30,27,Male,Butwal,Employed,Married,34375.0,0.0,13.6,517.0,,5820.0,3.8,8.0,68.3,3.9,1,2,2.7,Low,76.6,38.71,No,250000.0
368,2024-01-03,38,Male,Lalitpur,Employed,Married,74972.0,6.7,19.1,655.0,38085.0,68758.0,2.3,5.5,66.2,1.5,1,5,4.1,High,75.4,43.55,Yes,250000.0
98,2023-04-08,41,Male,Biratnagar,Employed,Married,98941.0,20.5,16.6,709.0,64994.0,57426.0,2.6,7.4,,1.0,4,2,0.0,Low,65.7,55.75,No,250000.0
906,2025-06-24,55,Female,Bhaktapur,Employed,Married,34975.0,36.3,15.3,751.0,18714.0,40299.0,1.4,6.1,86.4,1.0,4,3,1.2,High,86.8,56.81,No,250000.0
311,2023-11-07,36,Female,Biratnagar,Employed,Single,48734.0,9.7,12.0,737.0,20551.0,3219.0,6.4,6.3,77.4,5.0,5,1,3.1,High,64.2,62.45,No,250000.0
890,2025-06-08,47,Female,Bhaktapur,Employed,Single,36324.0,20.5,,686.0,23344.0,2529.0,2.4,8.1,90.9,6.7,4,0,0.0,High,81.5,51.46,No,250000.0
727,2024-12-27,56,Male,Chitwan,Employed,Single,,30.3,16.6,745.0,13917.0,58900.0,,7.4,73.3,1.6,3,4,4.9,Medium,83.7,64.51,No,250000.0
276,2023-10-03,49,Female,Butwal,Self-employed,Single,87430.0,25.2,16.7,711.0,2842.0,81767.0,2.5,7.0,69.3,2.5,1,0,5.6,Medium,66.0,47.58,Yes,250000.0
716,2024-12-16,69,Male,Butwal,Student,Single,55914.0,35.3,15.3,805.0,28356.0,68879.0,4.6,8.5,67.6,3.6,6,2,6.4,Medium,56.5,66.43,No,250000.0
700,2024-11-30,57,Male,Butwal,Student,Single,34520.0,37.6,15.2,727.0,15479.0,0.0,5.6,8.9,98.2,6.0,5,3,0.8,Medium,100.0,73.85,No,250000.0
528,2024-06-11,22,Female,Pokhara,Student,Single,40196.0,4.1,17.0,,14486.0,42076.0,0.7,6.4,100.0,6.5,5,3,0.5,High,76.3,51.44,No,250000.0
933,2025-07-21,22,Female,Lalitpur,Self-employed,Married,45249.0,0.0,13.9,727.0,8111.0,54870.0,10.3,6.6,73.1,6.0,4,6,1.9,Medium,50.4,64.36,No,250000.0
926,2025-07-14,21,Female,Kathmandu,Unemployed,Married,76980.0,0.0,14.5,712.0,18010.0,0.0,4.4,8.0,98.0,2.0,0,2,5.0,High,42.1,65.24,Yes,250000.0
280,2023-10-07,50,Male,Bhaktapur,Employed,Married,48413.0,33.4,9.5,782.0,16638.0,40920.0,9.8,6.9,58.2,3.6,3,2,1.0,High,73.6,57.61,No,250000.0
634,2024-09-25,29,Male,Biratnagar,Employed,Married,47331.0,8.1,11.2,769.0,13645.0,37238.0,7.3,4.4,89.1,10.3,2,4,0.0,Medium,66.8,49.86,No,250000.0
327,2023-11-23,52,Male,Pokhara,Self-employed,Single,73914.0,34.0,14.2,675.0,41053.0,77753.0,10.0,6.1,67.0,6.5,7,3,1.6,Medium,67.4,72.85,No,250000.0
14,2023-01-14,70,Female,Chitwan,Employed,Married,34393.0,45.0,13.4,707.0,13125.0,0.0,9.0,8.3,82.8,2.0,7,2,2.9,Medium,71.4,77.66,Yes,250000.0
595,2024-08-17,40,Female,Chitwan,Employed,Single,20764.0,17.9,15.5,672.0,,24533.0,10.4,6.4,83.4,8.4,7,2,3.4,High,59.0,64.4,No,250000.0
377,2024-01-12,21,Male,Lalitpur,Employed,Married,59744.0,0.0,11.6,807.0,11937.0,66333.0,6.2,7.0,81.9,8.3,6,2,1.5,High,62.4,60.94,No,250000.0
765,2025-02-03,36,Female,Chitwan,Employed,Single,18168.0,11.9,20.0,850.0,14188.0,9500.0,3.9,8.3,88.5,4.6,4,4,7.2,High,63.5,60.72,Yes,250000.0
75,2023-03-16,59,Female,Chitwan,Student,Single,61885.0,40.4,14.4,621.0,10989.0,50397.0,4.7,7.7,72.2,6.8,1,5,6.2,High,93.6,49.21,Yes,250000.0
385,2024-01-20,63,Female,Pokhara,Employed,Married,49401.0,35.5,11.0,555.0,19962.0,27460.0,6.8,5.8,75.3,5.0,6,2,2.6,Medium,70.5,63.17,No,250000.0
281,2023-10-08,57,Male,Chitwan,Employed,Single,59895.0,24.1,11.6,634.0,10848.0,68671.0,3.9,5.9,73.4,10.3,1,2,3.5,Medium,70.3,35.3,Yes,250000.0
625,2024-09-16,53,Female,Butwal,Employed,Single,115622.0,36.4,12.2,592.0,28756.0,130945.0,,7.5,95.6,4.1,0,7,3.4,High,42.3,58.87,Yes,250000.0
237,2023-08-25,40,Female,Pokhara,Student,Single,44510.0,20.7,16.0,649.0,36684.0,26940.0,4.6,8.5,96.3,5.0,2,2,2.9,Medium,68.3,66.62,No,250000.0
60,2023-03-01,45,Female,Bhaktapur,Employed,Married,13878.0,19.7,16.9,575.0,2820.0,7436.0,3.8,6.5,75.5,7.7,2,4,0.9,High,93.6,43.74,Yes,250000.0
728,2024-12-28,44,Female,Biratnagar,Self-employed,Single,56756.0,15.2,13.8,699.0,7514.0,48601.0,2.1,9.0,91.0,5.3,0,2,0.0,Medium,59.7,53.82,No,250000.0
513,2024-05-27,33,Female,Butwal,Unemployed,Married,74610.0,15.6,14.4,636.0,37843.0,73262.0,3.7,5.5,69.3,7.1,7,1,2.4,Low,46.3,50.67,Yes,250000.0
398,2024-02-02,50,Male,Lalitpur,Student,Single,40297.0,21.8,13.7,638.0,11915.0,8205.0,5.3,7.3,92.3,3.1,0,2,2.7,Low,48.0,54.81,No,250000.0
152,2023-06-01,31,Female,Biratnagar,Employed,Married,51523.0,13.4,16.4,746.0,22080.0,40974.0,3.6,9.0,100.0,5.9,3,3,1.2,High,76.4,71.16,No,250000.0
875,2025-05-24,57,Male,Chitwan,Self-employed,Married,32479.0,32.7,11.4,686.0,15562.0,0.0,10.0,8.6,92.6,4.8,2,1,2.8,Low,62.9,79.86,No,250000.0
600,2024-08-22,43,Male,Bhaktapur,Self-employed,Divorced,31340.0,7.4,10.6,743.0,5213.0,20329.0,4.8,6.1,,5.5,5,1,1.9,High,74.5,51.65,No,250000.0
12,2023-01-12,28,Male,Chitwan,Unemployed,Married,18068.0,2.9,11.7,738.0,0.0,0.0,2.1,7.4,100.0,4.2,2,5,3.3,Medium,62.2,46.17,No,250000.0
757,2025-01-26,64,Female,Pokhara,Self-employed,Single,35428.0,43.9,,752.0,18187.0,20151.0,2.8,6.5,92.5,8.4,4,3,3.4,Medium,74.6,51.37,Yes,250000.0
318,2023-11-14,41,Female,Chitwan,Employed,Married,32579.0,21.8,15.4,,18126.0,26258.0,4.5,5.3,92.5,3.7,5,2,6.2,Low,67.2,54.04,Yes,250000.0
228,2023-08-16,20,Male,Pokhara,Employed,Single,42666.0,0.0,15.1,654.0,25742.0,44039.0,5.2,8.2,76.9,4.5,0,4,5.8,Medium,67.6,54.85,No,250000.0
477,2024-04-21,62,Female,Bhaktapur,Student,Single,41240.0,41.4,15.0,688.0,26848.0,45419.0,5.8,7.1,100.0,5.8,3,3,5.9,High,85.4,61.68,Yes,250000.0
948,2025-08-05,28,Male,Pokhara,Self-employed,Single,27727.0,10.9,14.8,725.0,3802.0,20237.0,2.6,7.2,54.8,7.7,6,5,0.9,Medium,60.7,32.96,Yes,250000.0
779,2025-02-17,28,Female,Lalitpur,Unemployed,Married,50127.0,12.7,15.9,591.0,17361.0,5502.0,1.4,6.1,74.9,6.0,3,7,4.2,High,38.4,40.16,No,250000.0
810,2025-03-20,46,Female,Bhaktapur,Employed,Married,45619.0,14.6,14.0,730.0,30460.0,11140.0,3.6,6.5,75.2,5.0,4,3,3.6,High,81.4,48.36,Yes,250000.0
471,2024-04-15,61,Non-binary,Butwal,Employed,Single,56159.0,37.3,14.9,774.0,17981.0,0.0,6.0,6.9,100.0,10.3,7,2,0.4,Medium,59.9,61.83,No,250000.0
724,2024-12-24,48,Male,Lalitpur,Employed,Married,12863.0,15.1,14.2,608.0,6547.0,9090.0,8.1,5.5,88.7,7.5,0,4,3.0,Medium,85.1,50.17,No,250000.0
649,2024-10-10,36,Female,Chitwan,Employed,Single,63217.0,7.4,12.2,664.0,19532.0,0.0,4.5,7.6,84.3,7.3,0,3,3.8,Medium,73.5,49.14,No,250000.0
638,2024-09-29,42,Female,Biratnagar,Student,Married,35575.0,23.8,13.1,599.0,10894.0,17837.0,9.8,6.5,59.9,3.4,0,4,1.1,High,63.1,44.91,No,250000.0
834,2025-04-13,43,Female,Butwal,Employed,Single,77188.0,17.9,12.8,657.0,43566.0,6192.0,6.3,7.6,84.9,11.1,3,1,2.6,High,82.3,45.63,Yes,250000.0
492,2024-05-06,36,Female,Butwal,Self-employed,Married,,20.1,17.5,731.0,786.0,10587.0,3.5,9.5,89.0,9.9,5,1,1.3,Medium,72.5,58.92,Yes,250000.0
295,2023-10-22,24,Male,Chitwan,Self-employed,Married,68652.0,1.3,15.0,692.0,34196.0,37788.0,7.0,7.6,92.6,3.6,0,1,1.4,High,57.1,68.02,No,250000.0
286,2023-10-13,28,Female,Pokhara,Employed,Married,17478.0,2.1,11.2,654.0,7331.0,7517.0,8.8,9.8,65.3,1.5,6,3,5.4,Medium,82.2,81.24,No,250000.0
275,2023-10-02,37,Male,Butwal,Employed,Single,39762.0,19.3,12.1,820.0,13122.0,29041.0,2.4,6.8,66.4,3.4,4,5,2.0,High,93.3,47.09,No,250000.0
981,2025-09-07,43,Male,Kathmandu,Employed,Married,28531.0,11.3,16.0,795.0,15737.0,14338.0,7.2,6.7,83.3,5.8,5,0,4.8,Medium,75.3,62.27,Yes,250000.0
582,2024-08-04,57,Female,Butwal,Self-employed,Single,41618.0,32.2,11.3,614.0,3983.0,19971.0,8.6,7.2,67.2,1.3,6,4,4.6,Medium,76.6,72.82,No,250000.0
608,2024-08-30,70,Female,Kathmandu,Employed,Divorced,21957.0,45.0,11.1,729.0,14180.0,8556.0,4.7,7.3,76.8,5.4,5,3,3.7,Medium,80.5,57.0,No,250000.0
370,2024-01-05,50,Male,Butwal,Student,Divorced,46365.0,29.3,12.0,672.0,22748.0,45161.0,11.5,8.5,61.2,3.6,1,3,1.1,High,53.5,71.12,No,250000.0
108,2023-04-18,24,Female,Pokhara,Self-employed,Divorced,,0.0,13.1,662.0,21048.0,19238.0,4.4,4.5,92.8,1.0,4,1,5.3,High,48.2,62.41,Yes,250000.0
529,2024-06-12,64,Female,Lalitpur,Employed,Divorced,147289.0,35.2,13.3,590.0,80601.0,88442.0,2.9,8.1,92.5,8.2,2,4,3.0,Medium,81.0,52.53,Yes,250000.0
883,2025-06-01,51,Female,Kathmandu,Employed,Single,55471.0,22.3,11.9,537.0,28269.0,23368.0,4.1,5.7,76.0,6.8,7,0,4.2,High,68.5,61.11,No,250000.0
673,2024-11-03,70,Female,Chitwan,Self-employed,Divorced,85715.0,45.0,18.2,707.0,37408.0,48875.0,3.7,7.8,100.0,3.5,3,5,5.1,Medium,68.3,71.94,Yes,250000.0
344,2023-12-10,31,Female,Bhaktapur,Employed,Single,44511.0,7.6,11.6,565.0,7480.0,51856.0,5.9,7.3,80.8,4.5,3,3,2.1,Medium,48.5,65.41,No,250000.0
811,2025-03-21,30,Female,Biratnagar,Employed,Single,30924.0,3.7,12.2,730.0,14254.0,32134.0,3.2,6.2,85.6,2.7,3,2,2.1,Medium,88.9,51.3,No,250000.0
831,2025-04-10,66,Male,Butwal,Employed,Single,36889.0,37.4,11.7,553.0,,2005.0,7.2,7.6,72.7,7.4,6,1,0.7,Medium,72.5,64.07,No,250000.0
300,2023-10-27,66,Female,Butwal,Employed,Divorced,31320.0,43.5,14.7,696.0,23353.0,30110.0,3.1,8.8,76.2,7.1,6,5,6.8,High,89.7,57.66,No,250000.0
850,2025-04-29,22,Female,Butwal,Student,Single,53122.0,2.1,10.5,,18691.0,4320.0,12.2,8.3,79.6,9.5,7,3,4.2,Low,77.1,81.69,No,250000.0
